ID,s1_path,s2_path,s1_gain,s2_gain,enr_path
842,/mnt/data/wsj0.8k/si_et_05/442/442o030y.wav,/mnt/data/wsj0.8k/si_et_05/444/444o0313.wav,2.3217,-2.3217,/mnt/data/wsj0.8k/si_et_05/442/442o030o.wav
843,/mnt/data/wsj0.8k/si_et_05/441/441o0303.wav,/mnt/data/wsj0.8k/si_et_05/443/443c0211.wav,1.368,-1.368,/mnt/data/wsj0.8k/si_et_05/441/441c020l.wav
844,/mnt/data/wsj0.8k/si_dt_05/423/423o0304.wav,/mnt/data/wsj0.8k/si_et_05/445/445c0201.wav,0.03381,-0.03381,/mnt/data/wsj0.8k/si_dt_05/423/423a0102.wav
845,/mnt/data/wsj0.8k/si_et_05/447/447c0206.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22go010y.wav,2.0186,-2.0186,/mnt/data/wsj0.8k/si_et_05/447/447o0301.wav
846,/mnt/data/wsj0.8k/si_et_05/443/443o0308.wav,/mnt/data/wsj0.8k/si_et_05/444/444c020n.wav,2.405,-2.405,/mnt/data/wsj0.8k/si_et_05/443/443c020c.wav
847,/mnt/data/wsj0.8k/si_et_05/441/441c020i.wav,/mnt/data/wsj0.8k/si_et_05/447/447o030i.wav,0.86187,-0.86187,/mnt/data/wsj0.8k/si_et_05/441/441o030v.wav
848,/mnt/data/wsj0.8k/si_et_05/444/444o030q.wav,/mnt/data/wsj0.8k/si_et_05/440/440o0304.wav,1.7169,-1.7169,/mnt/data/wsj0.8k/si_et_05/444/444o0303.wav
849,/mnt/data/wsj0.8k/si_et_05/440/440c020q.wav,/mnt/data/wsj0.8k/si_et_05/446/446o0313.wav,2.1835,-2.1835,/mnt/data/wsj0.8k/si_et_05/440/440c020d.wav
850,/mnt/data/wsj0.8k/si_dt_05/420/420a010d.wav,/mnt/data/wsj0.8k/si_et_05/446/446o030v.wav,1.6964,-1.6964,/mnt/data/wsj0.8k/si_dt_05/420/420a010m.wav
851,/mnt/data/wsj0.8k/si_et_05/445/445o030g.wav,/mnt/data/wsj0.8k/si_et_05/442/442c020c.wav,0.76631,-0.76631,/mnt/data/wsj0.8k/si_et_05/445/445c020y.wav
852,/mnt/data/wsj0.8k/si_et_05/445/445o030q.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22go010w.wav,1.6875,-1.6875,/mnt/data/wsj0.8k/si_et_05/445/445c0201.wav
853,/mnt/data/wsj0.8k/si_dt_05/420/420a0104.wav,/mnt/data/wsj0.8k/si_dt_05/053/053o020i.wav,0.4599,-0.4599,/mnt/data/wsj0.8k/si_dt_05/420/420o030d.wav
854,/mnt/data/wsj0.8k/si_dt_05/423/423o030g.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010f.wav,0.83132,-0.83132,/mnt/data/wsj0.8k/si_dt_05/423/423o0306.wav
855,/mnt/data/wsj0.8k/si_dt_05/423/423a010c.wav,/mnt/data/wsj0.8k/si_et_05/442/442c020f.wav,1.5086,-1.5086,/mnt/data/wsj0.8k/si_dt_05/423/423c0215.wav
856,/mnt/data/wsj0.8k/si_dt_05/050/050o0211.wav,/mnt/data/wsj0.8k/si_dt_05/052/052c010x.wav,0.28618,-0.28618,/mnt/data/wsj0.8k/si_dt_05/050/050a050y.wav
857,/mnt/data/wsj0.8k/si_dt_05/052/052o020w.wav,/mnt/data/wsj0.8k/si_et_05/440/440c0211.wav,0.74658,-0.74658,/mnt/data/wsj0.8k/si_dt_05/052/052a050c.wav
858,/mnt/data/wsj0.8k/si_dt_05/051/051a050k.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010x.wav,1.3584,-1.3584,/mnt/data/wsj0.8k/si_dt_05/051/051a050m.wav
859,/mnt/data/wsj0.8k/si_dt_05/421/421o030p.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ha0113.wav,1.8173,-1.8173,/mnt/data/wsj0.8k/si_dt_05/421/421a0109.wav
860,/mnt/data/wsj0.8k/si_et_05/440/440o0304.wav,/mnt/data/wsj0.8k/si_et_05/443/443c020b.wav,2.2294,-2.2294,/mnt/data/wsj0.8k/si_et_05/440/440o030e.wav
861,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010t.wav,/mnt/data/wsj0.8k/si_et_05/441/441o030d.wav,0.3854,-0.3854,/mnt/data/wsj0.8k/si_dt_05/22h/22ho0104.wav
862,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010x.wav,/mnt/data/wsj0.8k/si_et_05/440/440c020o.wav,0.3174,-0.3174,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010r.wav
863,/mnt/data/wsj0.8k/si_dt_05/423/423a010y.wav,/mnt/data/wsj0.8k/si_et_05/444/444c020t.wav,2.0154,-2.0154,/mnt/data/wsj0.8k/si_dt_05/423/423a010p.wav
864,/mnt/data/wsj0.8k/si_dt_05/22g/22go010c.wav,/mnt/data/wsj0.8k/si_dt_05/051/051o0212.wav,2.1682,-2.1682,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010w.wav
865,/mnt/data/wsj0.8k/si_et_05/441/441c0214.wav,/mnt/data/wsj0.8k/si_dt_05/422/422c0206.wav,2.2927,-2.2927,/mnt/data/wsj0.8k/si_et_05/441/441c0211.wav
866,/mnt/data/wsj0.8k/si_et_05/444/444c020w.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010o.wav,2.1908,-2.1908,/mnt/data/wsj0.8k/si_et_05/444/444o0310.wav
867,/mnt/data/wsj0.8k/si_et_05/443/443c020d.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ha010t.wav,0.18285,-0.18285,/mnt/data/wsj0.8k/si_et_05/443/443o0302.wav
868,/mnt/data/wsj0.8k/si_dt_05/420/420o030i.wav,/mnt/data/wsj0.8k/si_et_05/446/446c0209.wav,1.8281,-1.8281,/mnt/data/wsj0.8k/si_dt_05/420/420o0311.wav
869,/mnt/data/wsj0.8k/si_et_05/445/445c020j.wav,/mnt/data/wsj0.8k/si_et_05/446/446o0310.wav,1.1202,-1.1202,/mnt/data/wsj0.8k/si_et_05/445/445c0205.wav
870,/mnt/data/wsj0.8k/si_et_05/446/446o0302.wav,/mnt/data/wsj0.8k/si_et_05/447/447o030m.wav,0.79737,-0.79737,/mnt/data/wsj0.8k/si_et_05/446/446c020w.wav
871,/mnt/data/wsj0.8k/si_dt_05/423/423a010w.wav,/mnt/data/wsj0.8k/si_et_05/444/444o0304.wav,0.49845,-0.49845,/mnt/data/wsj0.8k/si_dt_05/423/423o0304.wav
872,/mnt/data/wsj0.8k/si_et_05/444/444o030j.wav,/mnt/data/wsj0.8k/si_et_05/447/447c0207.wav,0.2682,-0.2682,/mnt/data/wsj0.8k/si_et_05/444/444o030p.wav
873,/mnt/data/wsj0.8k/si_dt_05/052/052o0203.wav,/mnt/data/wsj0.8k/si_et_05/446/446o030e.wav,0.6133,-0.6133,/mnt/data/wsj0.8k/si_dt_05/052/052a050o.wav
874,/mnt/data/wsj0.8k/si_dt_05/422/422a010k.wav,/mnt/data/wsj0.8k/si_dt_05/051/051a050q.wav,0.16101,-0.16101,/mnt/data/wsj0.8k/si_dt_05/422/422o030r.wav
875,/mnt/data/wsj0.8k/si_dt_05/422/422c020o.wav,/mnt/data/wsj0.8k/si_et_05/443/443o030l.wav,1.8526,-1.8526,/mnt/data/wsj0.8k/si_dt_05/422/422a010f.wav
876,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010i.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010a.wav,2.3901,-2.3901,/mnt/data/wsj0.8k/si_dt_05/22g/22go010h.wav
877,/mnt/data/wsj0.8k/si_dt_05/052/052a0513.wav,/mnt/data/wsj0.8k/si_et_05/442/442c0213.wav,1.7596,-1.7596,/mnt/data/wsj0.8k/si_dt_05/052/052c010i.wav
878,/mnt/data/wsj0.8k/si_dt_05/053/053c010c.wav,/mnt/data/wsj0.8k/si_et_05/440/440o030i.wav,0.65464,-0.65464,/mnt/data/wsj0.8k/si_dt_05/053/053c0106.wav
879,/mnt/data/wsj0.8k/si_et_05/440/440c0211.wav,/mnt/data/wsj0.8k/si_et_05/447/447o030n.wav,0.39833,-0.39833,/mnt/data/wsj0.8k/si_et_05/440/440o0305.wav
880,/mnt/data/wsj0.8k/si_et_05/446/446o031a.wav,/mnt/data/wsj0.8k/si_et_05/443/443c0213.wav,0.31989,-0.31989,/mnt/data/wsj0.8k/si_et_05/446/446o0313.wav
881,/mnt/data/wsj0.8k/si_et_05/441/441c020x.wav,/mnt/data/wsj0.8k/si_dt_05/422/422o030q.wav,2.3462,-2.3462,/mnt/data/wsj0.8k/si_et_05/441/441c020k.wav
882,/mnt/data/wsj0.8k/si_et_05/446/446o0304.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ha0106.wav,0.23788,-0.23788,/mnt/data/wsj0.8k/si_et_05/446/446o0303.wav
883,/mnt/data/wsj0.8k/si_et_05/445/445c020y.wav,/mnt/data/wsj0.8k/si_dt_05/050/050c0116.wav,1.634,-1.634,/mnt/data/wsj0.8k/si_et_05/445/445c0215.wav
884,/mnt/data/wsj0.8k/si_dt_05/421/421a010e.wav,/mnt/data/wsj0.8k/si_dt_05/051/051a050d.wav,1.2474,-1.2474,/mnt/data/wsj0.8k/si_dt_05/421/421o030i.wav
885,/mnt/data/wsj0.8k/si_et_05/441/441c020d.wav,/mnt/data/wsj0.8k/si_et_05/446/446o030q.wav,1.1493,-1.1493,/mnt/data/wsj0.8k/si_et_05/441/441o030j.wav
886,/mnt/data/wsj0.8k/si_et_05/446/446o0316.wav,/mnt/data/wsj0.8k/si_et_05/444/444o030p.wav,1.125,-1.125,/mnt/data/wsj0.8k/si_et_05/446/446c0208.wav
887,/mnt/data/wsj0.8k/si_dt_05/053/053c010b.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ho0114.wav,0.61204,-0.61204,/mnt/data/wsj0.8k/si_dt_05/053/053c010i.wav
888,/mnt/data/wsj0.8k/si_dt_05/053/053c0106.wav,/mnt/data/wsj0.8k/si_et_05/447/447c020s.wav,2.1261,-2.1261,/mnt/data/wsj0.8k/si_dt_05/053/053c0110.wav
889,/mnt/data/wsj0.8k/si_et_05/442/442o0307.wav,/mnt/data/wsj0.8k/si_et_05/447/447o0305.wav,1.3792,-1.3792,/mnt/data/wsj0.8k/si_et_05/442/442o030i.wav
890,/mnt/data/wsj0.8k/si_dt_05/050/050c0104.wav,/mnt/data/wsj0.8k/si_et_05/446/446o030g.wav,0.021425,-0.021425,/mnt/data/wsj0.8k/si_dt_05/050/050o020s.wav
891,/mnt/data/wsj0.8k/si_et_05/440/440c020r.wav,/mnt/data/wsj0.8k/si_et_05/444/444o030p.wav,1.102,-1.102,/mnt/data/wsj0.8k/si_et_05/440/440c020w.wav
892,/mnt/data/wsj0.8k/si_dt_05/052/052o0208.wav,/mnt/data/wsj0.8k/si_et_05/440/440c020i.wav,2.4522,-2.4522,/mnt/data/wsj0.8k/si_dt_05/052/052c010v.wav
893,/mnt/data/wsj0.8k/si_et_05/447/447c0205.wav,/mnt/data/wsj0.8k/si_dt_05/420/420c0214.wav,2.4995,-2.4995,/mnt/data/wsj0.8k/si_et_05/447/447o030c.wav
894,/mnt/data/wsj0.8k/si_dt_05/422/422a0110.wav,/mnt/data/wsj0.8k/si_dt_05/053/053o0208.wav,0.36986,-0.36986,/mnt/data/wsj0.8k/si_dt_05/422/422a010u.wav
895,/mnt/data/wsj0.8k/si_et_05/447/447o030m.wav,/mnt/data/wsj0.8k/si_dt_05/421/421o030y.wav,2.4706,-2.4706,/mnt/data/wsj0.8k/si_et_05/447/447c020q.wav
896,/mnt/data/wsj0.8k/si_dt_05/052/052c010s.wav,/mnt/data/wsj0.8k/si_et_05/445/445o030b.wav,2.2907,-2.2907,/mnt/data/wsj0.8k/si_dt_05/052/052c010u.wav
897,/mnt/data/wsj0.8k/si_et_05/447/447c020s.wav,/mnt/data/wsj0.8k/si_dt_05/052/052o020u.wav,1.6408,-1.6408,/mnt/data/wsj0.8k/si_et_05/447/447o030q.wav
898,/mnt/data/wsj0.8k/si_dt_05/423/423o0310.wav,/mnt/data/wsj0.8k/si_et_05/445/445c020t.wav,0.63342,-0.63342,/mnt/data/wsj0.8k/si_dt_05/423/423c0214.wav
899,/mnt/data/wsj0.8k/si_et_05/445/445c020j.wav,/mnt/data/wsj0.8k/si_dt_05/051/051c010d.wav,1.8778,-1.8778,/mnt/data/wsj0.8k/si_et_05/445/445o030m.wav
900,/mnt/data/wsj0.8k/si_et_05/443/443o030s.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010c.wav,0.11975,-0.11975,/mnt/data/wsj0.8k/si_et_05/443/443o0305.wav
901,/mnt/data/wsj0.8k/si_dt_05/22g/22ga010s.wav,/mnt/data/wsj0.8k/si_et_05/446/446o030c.wav,0.12808,-0.12808,/mnt/data/wsj0.8k/si_dt_05/22g/22ga010a.wav
902,/mnt/data/wsj0.8k/si_dt_05/052/052o020x.wav,/mnt/data/wsj0.8k/si_et_05/441/441o030k.wav,1.6427,-1.6427,/mnt/data/wsj0.8k/si_dt_05/052/052c0113.wav
903,/mnt/data/wsj0.8k/si_et_05/443/443o030b.wav,/mnt/data/wsj0.8k/si_et_05/446/446o0303.wav,1.804,-1.804,/mnt/data/wsj0.8k/si_et_05/443/443o030h.wav
904,/mnt/data/wsj0.8k/si_dt_05/052/052o0206.wav,/mnt/data/wsj0.8k/si_et_05/440/440c0202.wav,1.5361,-1.5361,/mnt/data/wsj0.8k/si_dt_05/052/052a050y.wav
905,/mnt/data/wsj0.8k/si_dt_05/421/421a0114.wav,/mnt/data/wsj0.8k/si_et_05/440/440c020g.wav,0.77921,-0.77921,/mnt/data/wsj0.8k/si_dt_05/421/421c020e.wav
906,/mnt/data/wsj0.8k/si_dt_05/050/050o020s.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ha0111.wav,2.1596,-2.1596,/mnt/data/wsj0.8k/si_dt_05/050/050a050v.wav
907,/mnt/data/wsj0.8k/si_dt_05/050/050c010c.wav,/mnt/data/wsj0.8k/si_dt_05/420/420a010b.wav,0.80731,-0.80731,/mnt/data/wsj0.8k/si_dt_05/050/050a0501.wav
908,/mnt/data/wsj0.8k/si_et_05/446/446o030z.wav,/mnt/data/wsj0.8k/si_dt_05/050/050o020j.wav,2.4376,-2.4376,/mnt/data/wsj0.8k/si_et_05/446/446c020b.wav
909,/mnt/data/wsj0.8k/si_dt_05/22g/22gc0105.wav,/mnt/data/wsj0.8k/si_et_05/443/443c020h.wav,0.6128,-0.6128,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010w.wav
910,/mnt/data/wsj0.8k/si_dt_05/051/051a0514.wav,/mnt/data/wsj0.8k/si_et_05/447/447c020k.wav,2.427,-2.427,/mnt/data/wsj0.8k/si_dt_05/051/051o020h.wav
911,/mnt/data/wsj0.8k/si_dt_05/22g/22go010e.wav,/mnt/data/wsj0.8k/si_dt_05/422/422c020s.wav,1.435,-1.435,/mnt/data/wsj0.8k/si_dt_05/22g/22go0104.wav
912,/mnt/data/wsj0.8k/si_dt_05/052/052o020a.wav,/mnt/data/wsj0.8k/si_dt_05/420/420o030j.wav,0.59342,-0.59342,/mnt/data/wsj0.8k/si_dt_05/052/052a050m.wav
913,/mnt/data/wsj0.8k/si_dt_05/052/052c010w.wav,/mnt/data/wsj0.8k/si_et_05/441/441o030o.wav,0.88304,-0.88304,/mnt/data/wsj0.8k/si_dt_05/052/052c010p.wav
914,/mnt/data/wsj0.8k/si_dt_05/051/051o0202.wav,/mnt/data/wsj0.8k/si_dt_05/053/053o020f.wav,0.70181,-0.70181,/mnt/data/wsj0.8k/si_dt_05/051/051a0509.wav
915,/mnt/data/wsj0.8k/si_et_05/441/441o030g.wav,/mnt/data/wsj0.8k/si_dt_05/420/420c020f.wav,1.7447,-1.7447,/mnt/data/wsj0.8k/si_et_05/441/441o030v.wav
916,/mnt/data/wsj0.8k/si_et_05/444/444c020w.wav,/mnt/data/wsj0.8k/si_dt_05/053/053o0205.wav,2.3343,-2.3343,/mnt/data/wsj0.8k/si_et_05/444/444c020b.wav
917,/mnt/data/wsj0.8k/si_dt_05/051/051c010u.wav,/mnt/data/wsj0.8k/si_dt_05/422/422o030l.wav,2.3824,-2.3824,/mnt/data/wsj0.8k/si_dt_05/051/051o020s.wav
918,/mnt/data/wsj0.8k/si_dt_05/423/423a010y.wav,/mnt/data/wsj0.8k/si_dt_05/051/051c0101.wav,1.8722,-1.8722,/mnt/data/wsj0.8k/si_dt_05/423/423o030o.wav
919,/mnt/data/wsj0.8k/si_dt_05/22h/22ha010o.wav,/mnt/data/wsj0.8k/si_dt_05/051/051c0102.wav,2.3431,-2.3431,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010i.wav
920,/mnt/data/wsj0.8k/si_dt_05/420/420c0207.wav,/mnt/data/wsj0.8k/si_dt_05/423/423o030p.wav,1.794,-1.794,/mnt/data/wsj0.8k/si_dt_05/420/420c0210.wav
921,/mnt/data/wsj0.8k/si_et_05/444/444o0301.wav,/mnt/data/wsj0.8k/si_et_05/440/440o030v.wav,2.1867,-2.1867,/mnt/data/wsj0.8k/si_et_05/444/444o030i.wav
922,/mnt/data/wsj0.8k/si_et_05/441/441c0205.wav,/mnt/data/wsj0.8k/si_et_05/440/440o030e.wav,0.43222,-0.43222,/mnt/data/wsj0.8k/si_et_05/441/441o030m.wav
923,/mnt/data/wsj0.8k/si_et_05/443/443c020n.wav,/mnt/data/wsj0.8k/si_dt_05/050/050o020n.wav,1.188,-1.188,/mnt/data/wsj0.8k/si_et_05/443/443c020m.wav
924,/mnt/data/wsj0.8k/si_dt_05/421/421o0301.wav,/mnt/data/wsj0.8k/si_et_05/446/446c0213.wav,0.50202,-0.50202,/mnt/data/wsj0.8k/si_dt_05/421/421c020e.wav
925,/mnt/data/wsj0.8k/si_et_05/441/441c0203.wav,/mnt/data/wsj0.8k/si_dt_05/051/051a050n.wav,1.9426,-1.9426,/mnt/data/wsj0.8k/si_et_05/441/441o030k.wav
926,/mnt/data/wsj0.8k/si_et_05/440/440o0310.wav,/mnt/data/wsj0.8k/si_et_05/445/445o0303.wav,1.1793,-1.1793,/mnt/data/wsj0.8k/si_et_05/440/440c020z.wav
927,/mnt/data/wsj0.8k/si_et_05/447/447o0301.wav,/mnt/data/wsj0.8k/si_et_05/445/445c020s.wav,0.32331,-0.32331,/mnt/data/wsj0.8k/si_et_05/447/447c020n.wav
928,/mnt/data/wsj0.8k/si_dt_05/22h/22ho010d.wav,/mnt/data/wsj0.8k/si_et_05/442/442c0213.wav,0.86211,-0.86211,/mnt/data/wsj0.8k/si_dt_05/22h/22ha010c.wav
929,/mnt/data/wsj0.8k/si_dt_05/423/423c020d.wav,/mnt/data/wsj0.8k/si_et_05/447/447o030n.wav,1.3017,-1.3017,/mnt/data/wsj0.8k/si_dt_05/423/423c020q.wav
930,/mnt/data/wsj0.8k/si_et_05/447/447c020p.wav,/mnt/data/wsj0.8k/si_et_05/445/445o0307.wav,1.0423,-1.0423,/mnt/data/wsj0.8k/si_et_05/447/447o0309.wav
931,/mnt/data/wsj0.8k/si_et_05/447/447c020d.wav,/mnt/data/wsj0.8k/si_dt_05/421/421o030u.wav,1.1143,-1.1143,/mnt/data/wsj0.8k/si_et_05/447/447o0312.wav
932,/mnt/data/wsj0.8k/si_et_05/441/441o030r.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22hc0106.wav,1.0223,-1.0223,/mnt/data/wsj0.8k/si_et_05/441/441c0212.wav
933,/mnt/data/wsj0.8k/si_et_05/447/447o0312.wav,/mnt/data/wsj0.8k/si_et_05/440/440c0206.wav,2.0302,-2.0302,/mnt/data/wsj0.8k/si_et_05/447/447c0211.wav
934,/mnt/data/wsj0.8k/si_et_05/447/447c0205.wav,/mnt/data/wsj0.8k/si_dt_05/420/420o030z.wav,1.1068,-1.1068,/mnt/data/wsj0.8k/si_et_05/447/447o0312.wav
935,/mnt/data/wsj0.8k/si_dt_05/420/420o030k.wav,/mnt/data/wsj0.8k/si_dt_05/053/053c010v.wav,0.85607,-0.85607,/mnt/data/wsj0.8k/si_dt_05/420/420a010o.wav
936,/mnt/data/wsj0.8k/si_dt_05/422/422a010z.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010s.wav,0.92211,-0.92211,/mnt/data/wsj0.8k/si_dt_05/422/422a0108.wav
937,/mnt/data/wsj0.8k/si_dt_05/423/423o030w.wav,/mnt/data/wsj0.8k/si_et_05/441/441o030e.wav,1.7661,-1.7661,/mnt/data/wsj0.8k/si_dt_05/423/423a010z.wav
938,/mnt/data/wsj0.8k/si_et_05/444/444o0304.wav,/mnt/data/wsj0.8k/si_et_05/447/447c020g.wav,0.030352,-0.030352,/mnt/data/wsj0.8k/si_et_05/444/444c0206.wav
939,/mnt/data/wsj0.8k/si_et_05/440/440c020m.wav,/mnt/data/wsj0.8k/si_et_05/443/443o030k.wav,1.1933,-1.1933,/mnt/data/wsj0.8k/si_et_05/440/440o030o.wav
940,/mnt/data/wsj0.8k/si_et_05/445/445c020a.wav,/mnt/data/wsj0.8k/si_et_05/444/444c0212.wav,0.25797,-0.25797,/mnt/data/wsj0.8k/si_et_05/445/445c020h.wav
941,/mnt/data/wsj0.8k/si_dt_05/422/422a010r.wav,/mnt/data/wsj0.8k/si_et_05/440/440c0210.wav,0.41613,-0.41613,/mnt/data/wsj0.8k/si_dt_05/422/422a010p.wav
942,/mnt/data/wsj0.8k/si_et_05/441/441o030v.wav,/mnt/data/wsj0.8k/si_et_05/444/444o030n.wav,0.32137,-0.32137,/mnt/data/wsj0.8k/si_et_05/441/441o0301.wav
943,/mnt/data/wsj0.8k/si_et_05/442/442o030p.wav,/mnt/data/wsj0.8k/si_et_05/441/441o030z.wav,2.2089,-2.2089,/mnt/data/wsj0.8k/si_et_05/442/442o030r.wav
944,/mnt/data/wsj0.8k/si_dt_05/22h/22ho0105.wav,/mnt/data/wsj0.8k/si_et_05/446/446o030f.wav,1.0453,-1.0453,/mnt/data/wsj0.8k/si_dt_05/22h/22ho0103.wav
945,/mnt/data/wsj0.8k/si_dt_05/422/422a010k.wav,/mnt/data/wsj0.8k/si_et_05/442/442c0213.wav,1.9843,-1.9843,/mnt/data/wsj0.8k/si_dt_05/422/422a0109.wav
946,/mnt/data/wsj0.8k/si_dt_05/050/050c010o.wav,/mnt/data/wsj0.8k/si_et_05/445/445o030f.wav,2.2086,-2.2086,/mnt/data/wsj0.8k/si_dt_05/050/050a0510.wav
947,/mnt/data/wsj0.8k/si_dt_05/423/423c0206.wav,/mnt/data/wsj0.8k/si_dt_05/422/422a010m.wav,1.295,-1.295,/mnt/data/wsj0.8k/si_dt_05/423/423a0101.wav
948,/mnt/data/wsj0.8k/si_et_05/444/444c0215.wav,/mnt/data/wsj0.8k/si_et_05/445/445o0304.wav,0.01945,-0.01945,/mnt/data/wsj0.8k/si_et_05/444/444o030v.wav
949,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010k.wav,/mnt/data/wsj0.8k/si_et_05/447/447o030g.wav,0.19184,-0.19184,/mnt/data/wsj0.8k/si_dt_05/22h/22ho0101.wav
950,/mnt/data/wsj0.8k/si_dt_05/051/051a050t.wav,/mnt/data/wsj0.8k/si_dt_05/420/420o030s.wav,0.36131,-0.36131,/mnt/data/wsj0.8k/si_dt_05/051/051a050g.wav
951,/mnt/data/wsj0.8k/si_dt_05/052/052o020p.wav,/mnt/data/wsj0.8k/si_et_05/440/440o0307.wav,2.2672,-2.2672,/mnt/data/wsj0.8k/si_dt_05/052/052a050l.wav
952,/mnt/data/wsj0.8k/si_et_05/445/445c020o.wav,/mnt/data/wsj0.8k/si_et_05/444/444c0213.wav,1.0281,-1.0281,/mnt/data/wsj0.8k/si_et_05/445/445c0208.wav
953,/mnt/data/wsj0.8k/si_dt_05/22g/22go0106.wav,/mnt/data/wsj0.8k/si_dt_05/421/421o0307.wav,0.95857,-0.95857,/mnt/data/wsj0.8k/si_dt_05/22g/22go010a.wav
954,/mnt/data/wsj0.8k/si_et_05/440/440c0213.wav,/mnt/data/wsj0.8k/si_et_05/445/445o030q.wav,0.35158,-0.35158,/mnt/data/wsj0.8k/si_et_05/440/440c020n.wav
955,/mnt/data/wsj0.8k/si_et_05/446/446c0212.wav,/mnt/data/wsj0.8k/si_dt_05/052/052a0502.wav,0.35205,-0.35205,/mnt/data/wsj0.8k/si_et_05/446/446o030h.wav
956,/mnt/data/wsj0.8k/si_et_05/447/447c020c.wav,/mnt/data/wsj0.8k/si_dt_05/422/422c0205.wav,0.65774,-0.65774,/mnt/data/wsj0.8k/si_et_05/447/447o030w.wav
957,/mnt/data/wsj0.8k/si_et_05/440/440o030q.wav,/mnt/data/wsj0.8k/si_dt_05/051/051a0511.wav,1.4878,-1.4878,/mnt/data/wsj0.8k/si_et_05/440/440c020i.wav
958,/mnt/data/wsj0.8k/si_dt_05/22g/22go0107.wav,/mnt/data/wsj0.8k/si_et_05/440/440c020g.wav,2.3093,-2.3093,/mnt/data/wsj0.8k/si_dt_05/22g/22ga0113.wav
959,/mnt/data/wsj0.8k/si_et_05/447/447c020x.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010k.wav,1.3773,-1.3773,/mnt/data/wsj0.8k/si_et_05/447/447o030h.wav
960,/mnt/data/wsj0.8k/si_et_05/446/446o030r.wav,/mnt/data/wsj0.8k/si_dt_05/422/422c020g.wav,1.4428,-1.4428,/mnt/data/wsj0.8k/si_et_05/446/446o0316.wav
961,/mnt/data/wsj0.8k/si_dt_05/22g/22ga0110.wav,/mnt/data/wsj0.8k/si_et_05/447/447c020b.wav,2.0102,-2.0102,/mnt/data/wsj0.8k/si_dt_05/22g/22gc0108.wav
962,/mnt/data/wsj0.8k/si_dt_05/051/051c0109.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22go010t.wav,0.47958,-0.47958,/mnt/data/wsj0.8k/si_dt_05/051/051o020i.wav
963,/mnt/data/wsj0.8k/si_dt_05/050/050a050q.wav,/mnt/data/wsj0.8k/si_et_05/444/444o0312.wav,1.3825,-1.3825,/mnt/data/wsj0.8k/si_dt_05/050/050a050g.wav
964,/mnt/data/wsj0.8k/si_et_05/444/444c020u.wav,/mnt/data/wsj0.8k/si_dt_05/053/053c0111.wav,0.7342,-0.7342,/mnt/data/wsj0.8k/si_et_05/444/444c020b.wav
965,/mnt/data/wsj0.8k/si_dt_05/422/422a0110.wav,/mnt/data/wsj0.8k/si_dt_05/420/420o030s.wav,0.53209,-0.53209,/mnt/data/wsj0.8k/si_dt_05/422/422c020i.wav
966,/mnt/data/wsj0.8k/si_dt_05/050/050a050j.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22ga0109.wav,1.2216,-1.2216,/mnt/data/wsj0.8k/si_dt_05/050/050o020z.wav
967,/mnt/data/wsj0.8k/si_dt_05/423/423c020x.wav,/mnt/data/wsj0.8k/si_et_05/442/442o0311.wav,1.7301,-1.7301,/mnt/data/wsj0.8k/si_dt_05/423/423a010g.wav
968,/mnt/data/wsj0.8k/si_et_05/443/443c020p.wav,/mnt/data/wsj0.8k/si_et_05/446/446o0313.wav,0.25416,-0.25416,/mnt/data/wsj0.8k/si_et_05/443/443c020s.wav
969,/mnt/data/wsj0.8k/si_dt_05/422/422c0216.wav,/mnt/data/wsj0.8k/si_dt_05/050/050o020x.wav,0.67161,-0.67161,/mnt/data/wsj0.8k/si_dt_05/422/422c020n.wav
970,/mnt/data/wsj0.8k/si_et_05/440/440c020k.wav,/mnt/data/wsj0.8k/si_dt_05/051/051c010e.wav,2.2877,-2.2877,/mnt/data/wsj0.8k/si_et_05/440/440c0213.wav
